Title,Tone
Warga Pangkalan Kerinci Dapat Bantuan Bantuan Sembako Dari Wanita RAPP,Positive
"Meski Rugi Rp140 Miliar Akibat Sanksi FIFA, Pusat Latihan Timnas di IKN Tetap Dibangun Sesuai Rencana",Negative
Training Camp Sepak Bola di IKN Nusantara Ternyata Ide Shin Tae-yong - PublikSatu,Neutral
"Gubernur Kalimantan Timur Sebut Puan Maharani Calon Presiden, Jokowi Langsung Tepuk Tangan",Neutral
PUPR Sebut Pemetaan Lahan IKN untuk Istana Presiden dan juga Wapres Selesai pada Bulan Depan,Neutral
Presiden Joko Widodo Minta Penerbitan dan Pengalihan Hak atas Tanah di Wilayah IKN Nusantara Dihentikan - Klik Anggaran,Negative
"Ratusan Mahasiswa di Bandung Turun ke Jalan, Tolak Wacana 3 Periode Presiden",Negative
Kebijakan Presiden Dinilai Tepat Dahulukan Investor Domestik di IKN,Neutral
Pendaftaran Lowongan Direktur Otorita IKN Diperpanjang,Neutral
BPN Sulawesi Selatan Hadirkan Wakil Menteri ATR Sosialisasi Pemberdayaan Tanah Masyarakat Model Kemitraan,Positive
"UU IKN yang Baru Disahkan DPR, Mampukah Menarik Minat Investor?",Neutral
"Ibu Kota RI Pindah, Jakarta Tak Lagi Menarik Bagi Investor? - Aira Transport",Negative
Bahlil Respons Isu Maruarar Sirait Gabung Konsorsium Aguan di IKN,Neutral
"Mampir ke Jepang, Ini ""Oleh-oleh"" yang Dibawa Menhub Buat IKN Nusantara",Neutral
"ASN, TNI dan Polri Dapat Rumah di IKN dengan Luas Berbeda, Jabatan Ini Paling Lega Huniannya",Neutral
Presiden bersama Ibu Negara siap berkemah di Ibu Kota Nusantara,Positive
Indonesia dan Jepang bahas kerja sama ekonomi dan isu-isu kawasan,Neutral
"Sederhana Namun Meriah, Rangkaian HUT ke-77 Kemerdekaan RI di Sulawesi Utara Khidmat",Positive
"Bujuk PNS Pindah ke IKN, Jokowi Siapkan Berbagai Insentif",Positive
Summarecon Crown Gading Kantongi Rp827 Miliar Pada Penjualan Perdana,Neutral
Koops Udara I Laksanakan Baksos Dalam Rangka Hari Bakti TNI AU ke-76,Positive
Semua Kendaraan yang Masuk Kawasan IKN Wajib Ganti ke Listrik,Neutral
Intip Proyek Infrastruktur yang Telah Terbangun di IKN Nusantara,Neutral
Erick Thohir Ajak PLN Berkolaborasi dengan Perusahaan Energi China,Positive
"Jokowi Bertemu Pengusaha China, Rayu Investasi di IKN",Positive
Survei Y-Publica: Tingkat kepuasan publik Jokowi capai rekor tertinggi,Positive
Investor Amerika Serikat dan Rusia tertarik pembangunan IKN,Neutral
Kolaborasi Pemda dan IKN Wujudkan Kota Dunia,Positive
PRESIDEN SEBUT INVESTASI SWASTA KUNCI BANGUN IKN.,Neutral
Kemenkeu: Indikasi alokasi dana IKN Nusantara di 2023 capai Rp30 triliun,Negative
Semen Indonesia: IKN Bikin Permintaan Semen Melonjak hingga 21 Juta Ton,Negative
Said Didu Sebut Bahlil Mengira Investor Bodoh soal IKN,Negative
"Pembangunan IKN, Otorita IKN Optimis Sesuai Rencana",Positive
"Duo Pimpinan IKN Nusantara Sowan ke Jaksa Agung, Bahas Apa?",Neutral
Pa 212 Tolak Ahok Jadi Kepala Badan Otorita Ibu Kota Baru,Negative
Klaster Pertama Pemerintahan Pindah ke IKN pada 2024,Neutral
Kementerian ATR/BPN tekankan tiga hal soal pembangunan IKN,Neutral
Kepala Kemenag Kapuas: Isu Dana Haji untuk IKN Itu Hoax,Negative
Jokowi Buka-bukaan Soal IKN Nusantara Jika Dirinya Lengser sebagai Presiden,Neutral
"93 KK di Desa Telemow Terancam Terusir Dari Lahannya, Kepolisian Diingatkan Tidak Represif",Negative
Simak Alasannya! Din Syamsuddin Bakal Gugat UU IKN ke MK Tolak Pemindahan Ibu Kota,Negative
"Update Pembangunan IKN, Menteri PUPR: Sudah 14 Persen",Neutral
Pertama Kali Kepala Pemerintaha Ceko Kunjungi Indonesia,Neutral
Ibu Kota Baru Bakal Mirip Manhattan,Neutral
Jokowi Beberkan Asalan Ngotot Genjot Pembanguna IKN,Negative
"Akses Jalan Menuju IKN di Sepaku Terputus, Gorong-Gorong Penyangga Runtuh",Negative
3 Konsep Perkotaan yang Digunakan untuk Bangun IKN Baru,Neutral
"Mulai 20 Februari IKN Rekrut Pegawai Pemerintah Non PNS, Minat?",Neutral
Anggota DPR RI Gandung Pardiman : Selokan Mataram Pemikiran Visioner Kraton Yogyakarta,Neutral
"Pemerintah Berikan Insentif Lebih ke Investor IKN, Semua Bidang Usaha Dipermudah",Positive
Pembangunan IKN Serap 12.123 Pekerja,Positive
"Megawati beri salam ""saranghaeyo"" saat berfoto bersama di Jeju",Neutral
Sampai Mana Pembangunan MRT Jakarta Fase 2A?,Neutral
"Berpotensi Menang Tender Proyek IKN, Begini Dampaknya Bagi Kinerja Adhi Karya (ADHI)",Positive
"BREAKING: Sorot Siasat 'Licik' China ke Indonesia, Satu Proyek Gagal Minta Kompensasi",Negative
Pembangunan terowongan bawah laut IKN setelah 2024,Neutral
Bersiap untuk IKN yang Gagal,Negative
PBNU Ambil Bagian di IKN Nusantara,Neutral
"Anggaran Infrastruktur Kalimantan Tengah 2023 Rp 1,3 Triliun Berkontribusi Untuk IKN Oleh Marini 20 Oktober 2023 - 19:20 WIB",Positive
"Tiga Program Unggulan TJSL Pertamina, Tingkatkan Kualitas 3.900 SDM di IKN",Positive
"Rakyat Sedang Tidak Baik-baik Saja, Politisi Demokrat Minta Pemerintah Tunda Kenaikan Harga BBM",Negative
"[Berita]Pakai Penyangga Leher Usai Diperiksa, Polisi Pastikan Roy Suryo Sehat",Positive
KPU Kalimantan Timur Imbau Pekerja Luar Daerah di IKN Segera Daftar Pemilu,Neutral
"Dukung program Presiden RI, Bupati Meranti tanam kelapa di IKN",Positive
"Husin Shihab Sebut Rocky Gerung Juga Sebar Kebohongan dan Provokasi ke Publik, Kalimat Ini Buktinya",Neutral
"Tegas Tolak Wacana Ahok Jadi Kepala Otorita IKN, Novel Bamukmin: Ahok Produk Gagal, Buat Gaduh Negeri",Negative
Anggota DPRD Kabupaten PPU Sebut Banjir Bakal Jadi Momok IKN,Negative
"Serahkan Petisi ke Istana Bogor, Mahasiswa Beri Jokowi Waktu 324 Jam Realisasikan Tuntutan",Negative
Akademisi Unmul Tanggapi Kriteria Kepala Otorita IKN,Neutral
"Khawatir jadi Bancakan Asing, Sumber Dana Proyek IKN dari Utang Sebaiknya Dibatalkan",Negative
Mengintip Gerak Saham Emiten Properti Saat Suku Bunga Naik,Neutral
"Berbeda Pandangan, PKS Tolak Pemindahan IKN - Faktual Indonesia",Negative
71 Pelajar di Kalimantan Timur Terima SK Green Ambassador dari Menteri LHK,Negative
"Terungkap! IKN Tak Bebas dari Gempa, Ada Sesar Mengerikan Ini",Negative
Bambang Susantono Janjikan Ragam Kecanggihan IKN yang Siap Ia Bangun: Di Indonesia Belum Ada yang Bisa Begitu!,Positive
"Dilaporkan Relawan Jokowi, Rocky Gerung Tegaskan Tidak Ada Delik Penghinaan Presiden",Negative
"Menjadi Pahlawan Keluarga, Pahlawan Gerakan 3M, Pahlawan Kemanusiaan",Positive
Fantastis! Gaji Kepala Otorita IKN Rp 179 Juta Sebulan,Neutral
Bamsoet: Kehadiran PPHN Perkuat Sistem Presidensil,Positive
Tambang Batu Bara Ilegal di Lahan IKN,Negative
Pemerintah Pastikan Pembangunan Ibu Kota Baru Tetap Lindungi Masyarakat Lokal,Positive
Anies Kritik IKN: Bangun Kota di Tengah Hutan Timbulkan Ketimpangan,Negative
"Berkah Proyek IKN, Wulandari Catat Kenaikan Okupansi Mal",Neutral
"Jakarta Berstatus Ibu Kota, Fenomena ABG ""SCBD"" Dinilai Lumrah",Positive
Menag: Tidak Benar Dana Haji Digunakan untuk Bangun IKN,Negative
"Tak Ada Kata Maaf, Luhut Akan Tuntut Said Didu Ke Jalur Hukum",Negative
"Aksi di Bundaran Adipura Bandarlampung, Ini Tujuh Tuntutan Mahasiswa Lampung",Negative
ANIMO JADI PUSTAKAWAN MASIH RENDAH,Positive
"BSD dan PIK Jadi PSN, Bentuk Balas Budi Jokowi ke Investor IKN?",Neutral
"Mahasiswa Kepung Gedung DPRD Bukittinggi, Sampaikan 4 Tuntutan",Negative
"99 KM dari Samarinda! Bandara Antariksa Tercanggih Akan Ada di Kalimantan Timur, Terbang ke Amerika Jadi Cuma 2 Jam?",Positive
Gibran Bagikan Buku Tulis hingga Jajan Nasi Pecel di Pasar Pandan Sari,Neutral
Pemkab Kotabaru Launching Logo Harjad ke-72,Neutral
Kalimantan Timur Siapkan Tenaga Kerja Kompeten,Positive
Mustofa Nahra Prediksi Nasib IKN Baru Kemungkinan Tak Jauh Beda dari Kereta Cepat,Neutral
"Anggaran Pembangunan Minus Serapan, Tak Sesuai Harapan",Negative
"Rizal Ramli Kali Ini Usik Beijing dan BUMN China, Isinya Telak!",Negative
"Sudah Lewat 1,5 Tahun, Uji Formil dan Uji Materiil UU MK Belum Juga Diputus",Negative
Jokowi Klaim IKN Bakal Kadi Kota Hijau Kaya Oksigen,Positive
"Panglima TNI Mutasi 176 Perwira Tinggi TNI, Berikut Nama-namanya",Negative
"Jokowi Sorot Orang Kaya Gemar Berobat ke Luar Negeri Bikin Devisa Hilang Rp100 Triliun Lebih, Sindir Luhut?",Negative
Jokowi Pamerkan Desain Ibu Kota Baru Di Pertemuan Industri Jasa Keuangan,Neutral
Pasangan Capres-Cawapres AMIN Akan Sulap Palopo dan Parepare Mirip Jakarta,Neutral
Pemindahan Ibu Kota Indonesia Jadi Perbincangan di Malaysia,Neutral
Kemenperin: Beli Produk Industri Lokal Dongkrak Pertumbuhan Ekonomi Nasional,Positive
"Oleh-oleh dari Negeri KPOP, Presiden Jokowi Bawa Investor Bangun IKN Nusantara",Neutral
Ibu Kota Baru RI Rawan Bencana? Simak Kajian Badan Geologi,Negative
Ketua MPR RI Bamsoet Dorong Pengembangan Energi Baru Terbarukan,Positive
"Jokowi receives an Egyptian delegation, here is what we discussed",Neutral
"Ayo Buruan Daftar, Poltekba Buka Jalur Masuk Kuliah",Neutral
National Training Center IKN Jadi Masa Depan Timnas Indonesia,Neutral
Anggota DPR nilai pemindahan IKN awal 2024 terlalu dini,Negative
"Perlu Anggaran Rp638 Miliar, Pemerintah Bakal Bangun Ini di IKN Nusantara Kalimantan Timur, Selesai Kapan?",Neutral
Muslim Khawatir Aksi Klenik Bisa Buat Investor Arab Saudi Kabur dari IKN,Negative
DPR Ingatkan Pemerintah Jangan Hanya Bangun Infrastruktur Dasar di Ibu Kota Negara yang Baru,Negative
Ketua MPR RI Bamsoet Berikan Penghargaan kepada Chairman of Korindo Group,Positive
Disdikbud Kukar Akan Gelar Seni Budaya Daerah di 20 Kecamatan November,Neutral
"Cetak Generasi Muda Pancasilais, TNI AD Jangkau Gen Z Lewat Bootcamp",Neutral
Otorita Mau 'Nyontek' Kota Shenzen China Buat Pengembangan IKN,Neutral
Jokowi dan Anwar Ibrahim Siap Lawan Diskriminasi Minyak Sawit,Neutral
"Gerakan Merdeka Pangan, Bupati Majene Resmikan Pencanangan Food Estate",Positive
"Pagi-pagi Sudah Tumbang, Rupiah Sentuh Level Rp15.800-an",Negative
"Dua Tahun Absen, Peringatan Hari Olahraga Nasional Kembali Digelar di Balikpapan",Negative
Subholding PLN Operasikan PLTS 50 MW di IKN Mulai Mei 2024,Positive
"Berantas Tambang Ilegal, Polda Kalimantan Timur dan Otorita IKN Bentuk Satgas",Positive
Polda Metro Buka Suara soal Laporan Kasus Rocky Gerung: Kita Akan Dalami,Neutral
Tuntaskan Persoalan Tanah Transmigrasi Kantah Tala Gelar Forum Konsultasi Publik,Positive
"Kinerja Anies Baswedan menuai ketidakpuasan, menurut Laporan CSIS. Benarkah ?",Negative
"Presiden Jokowi Umumkan Gaji Kepala IKN Nusantara Sampai Ratusan Juta, Ini Rinciannya!",Neutral
Sebanyak 23 Investor Pelopor di 2023 telah Groundbreaking di IKN,Neutral
"Setujui Rute Kapal Ro-Ro dari Sulawesi Tengah ke IKN, Jokowi: Kita Harus Siap Hadapi Tantangan",Positive
"Pembangunan IKN Cekak Dana, Amien Rais Ingatkan Jokowi Jadi Presiden Tinggal 30 Bulan Lagi Jangan Tambah Utang",Negative
"8 Kepala Dinas di Pemprov Kalimantan Timur Diganti,Alasan Akmal Malik Merotasi karena Presiden Jokowi",Neutral
Rizal Ramli: Di Indonesia Ini Bukan Demokrasi Tapi United Oligarki,Neutral
7 Daerah Aliran Sungai di Jawa Timur Berpotensi Meluap,Negative
Praktisi Pendidikan: Edy Mulyadi Kritik Asal Bunyi,Negative
Ustadz Hilmi Firdausi Semprot Pemerintah Soal HGB di IKN: Sekalian Aja 350 Tahun,Negative
"Sebelum SoftBank, Investor Rusia Juga Mundur Dari Proyek Kereta Api Borneo IKN",Negative
Raungan Macan Dahan di Tol IKN-Balikpapan,Neutral
Orang PDIP Nggak Terima Anies Bawa Tanah Kampung Akuarium ke IKN Nusantara: Harusnya Bawa Tanah.,Negative
Bamsoet Tinjau Pembangunan Ibu Kota Administratif Sejong di Korea Selatan,Positive
"Banding-bandingkan Era SBY & Jokowi, Ibas Wanti-wanti Pemindahan Ibu Kota Jadi Proyek Mangkrak",Negative
IKN representasi Indonesia semakin maju,Positive
Jokowi: Insyaallah Tahun Depan Upacara 17 Agustus di IKN,Positive
"Menteri Keuangan Sri Mulyani Dibujuk Mundur oleh Faisal Basri: Secara Moral, Paling Siap Mundur",Negative
"Cek Sendiri, Jokowi Masuk Minimarket Pas Minyak Goreng Kosong: Sejak Kapan Tidak Ada?",Neutral
Gubernur Kalimantan Timur Ingatkan OIKN Beri Perlingungan Sosial Bagi Pekerja Proyek IKN,Neutral
Guspardi Gaus: Manajemen OIKN Perlu Kerja Ekstra Capai Target Presiden,Neutral
"Demo ke DPRD, Mahasiswa di Malang Pasang Poster Buronan Negara-Penghianat Demokrasi",Negative
"Tak Disangka, Pangeran Arab Saudi Berikan Kain Kiswah dan Replika Kunci Ka'bah ke Luhut Binsar Pandjaitan",Negative
DPRD DKI Buka Suara Soal Penghapusan Jabatan Walikota dan Bupati di Jakarta,Neutral
"Es Teh Jumbo Merebak, Sampah Plastik Menggunung",Negative
"Kapasitas 10 MW, PLTS di IKN beroperasi di tahap I berkonsep forest city",Positive
Sistem Ketatanegaraan yang Baik akan Menghasilkan Produk yang Bagus,Positive
"Setelah Aturan Turunan Terbit, Otorita IKN Langsung Bisa Beroperasi",Neutral
"Kinerja DPR Makin Loyo, Banyak RUU Dibuat Sarat Kepentingan Politik",Negative
Pangdam XIV/Hsn Ceramah di Seminar Aksionomi Sulampa Untuk IKN,Neutral
Terbaru! Sekretaris Oikn Lakukan Pencoblosan Di Tps Khusus Ikn,Neutral
Softbank Maju atau Mundur dari Proyek IKN Begini Kata Bahlil,Negative
"Badko HMI Kaltimtara Dorong Payung Hukum IKN, Niko : Pemuda di Daerah Jangan Hanya jadi Penonton",Negative
Investasi perumahan di IKN berpeluang besar,Neutral
"Tiru China di Kereta Cepat Jakarta-Bandung, Jepang Ternyata Juga Ingin Minta Tambahan Biaya MRT",Neutral
Narasi Institute: Penundaan Pemilu Erat Hubungannya Dengan Pembangunan IKN,Negative
Menghitung Dampak Investasi jika Terjadi Perang China-Taiwan - Bisnis Indonesia,Negative
Kunjungan Jokowi ke Asia Timur Demi Ciptakan Terobosan Perekonomian Dunia,Positive
"Dukung Kebutuhan Infrastruktur IKN, KRAS Resmikan Kantor Baru - Sinar Harapan",Positive
Sorotan Pasar 11 Sep 23: Upaya Menarik Investasi hingga IPO AEGS,Positive
Presiden Bisa Tunjuk dan Copot Pimpinan di Ibu Kota Baru,Negative
Jokowi Harap Beragam Etnis Budaya Bisa Hidup Berdampingan di IKN,Neutral
6.000 ASN Bakal Dipindahkan ke IKN Mulai Juli Mendatang,Neutral
"Dari Berbagai Sektor, OIKN Yakin Investor non-APBN Capai Rp 100 Triliun - Malang Posco Media",Positive
Bamsoet Apresiasi 76 Tahun Pengabdian BIN Jaga Kedaulatan Bangsa,Positive
Otorita: 15 Perusahaan Kakap Bakal Investasi di IKN Awal 2024,Neutral
Mengenang Janji Manis Jokowi Ongkos Ibu Kota Baru Minim APBN,Negative
FGD Bersama Kompolnas RI Kapolda Polda Kalimantan Timur Siap Jaga Kamtibmas Pembangunan IKN,Positive
"Pandemi Virus Corona, Pemindahan Ibu Kota Negara Ditunda!",Negative
"Sejarah Indonesia - Singapura, Hubungan Erat Lebih dari 50 Tahun",Neutral
Pemindahan Ibu Kota Negara Menyerap Tenaga Kerja Produktif,Positive
Prabowo Dinilai Berikan Kepercayaan Terhadap Investor untuk Bangun IKN,Positive
"IDI Kukar Dukung IKN Nusantara, Ini 4 Alasannya",Positive
Jasa Marga siap dukung pengoperasian jalan tol di IKN Nusantara,Positive
"Proyek Pemindahan Ibu Kota Indoneia Disebut Kompensasi Kegagalan Reklamasi, Said Didu: Tidak Salah",Positive
"Soroti Pernyataan Edy Mulyadi yang Diduga Hina Kalimantan, Gus Umar: Pemerintahnya yang Dikritik",Negative
"Terlibat Sewindu PSN, Vale Indonesia Makin Tegaskan Komitmen Hilirisasi Pertambangan Berkelanjutan",Positive
"Suparji Ahmad: Yang Merasa Dirugikan, Silakan Uji UU IKN ke MK",Negative
"Rencana Buat Partai Politik, tapi Bukan Partai Islam, Din Syamsuddin: Berlatar Nasionalis Religius",Positive
"Harga Kedelai Melejit, Produsen Tahu Tempe di Jawa Ancam Mogok Produksi 3 Hari",Negative
Presiden Jokowi Resmikan RRI IKN Melalui Siaran Perdana |Republika Online,Neutral
"Kepala Bappenas Tak Tahu Soal Konsesi Tambang di IKN, Benny Harman: Ini Beneran atau Sedang Main Sandiwara?",Neutral
"Gerak Cepat, KSOP Terbitkan 15 Izin Pemanfaatan Garis Pantai untuk IKN",Positive
"Bertolak ke Singapura dan Malaysia, Presiden Akan Bicara Investasi di Forum Ecosperity Week 2023",Positive
Mereka Belum Sadar Kalau Powernya Sudah Pudar,Positive
"PAKIS Majelis Desa Adat Provinsi Bali Gelar Lomba Senam ""Nangun Sat Kerthi Loka Bali"" - porosbali.com",Neutral
"Diajak Bahas Pembangunan IKN Nusantara di Istana Bogor, Begini Kata Puteri Indonesia Ayu Maulida Putri ke Jokowi",Neutral
"10 Provinsi Terkaya di Indonesia, Tempat Tinggal Kamu Termasuk?",Positive
Sekda Harap Komitmen Pemerintah Pusat Jelas Untuk Kukar Kedepan Dalam Pembahasan Dampak IKN Bersama BPKP,Neutral
Pesawat Susi Air Alami Kecelakaan di Papua,Negative
IKN Harus Diimbangi dengan Peningkatan Produksi Pangan,Positive
Korea Selatan Berminat Danai Proyek Jembatan Batam-Bintan,Positive
Perwakilan Kaltim masuk tiga besar Pemuda Pelopor Nasional,Positive
Saat Presiden Jokowi Nikmati Kelapa Muda di Bendungan Sepaku ~ D News Radio,Neutral
"Sukses Lakukan Pembinaan, KPI Balikpapan Panen 14 Ton Semangka Mitra Binaan",Positive
"Keputusan Luhut Binsar Pandjaitan Gunakan Mandor Asing, Warganet Bandingkan dengan Sikap Anies Baswedan",Neutral
Anggota Komisi IV DPRD Balikapapan Siap Dukung Duta Wisata Manuntung 2023,Positive
Eurokar Sodorkan Beragam Varian Mazda Premium di GIIAS 2023,Positive
"Akses Jalan Bandara Hingga Penerangan, Jadi Pertanyaan Besar",Negative
IKN Nusantara jadi respons hadapi perubahan iklim,Negative
Pemerintah Siapkan Pengembangan Infrastruktur Hunian di IKN,Positive
Anies Baswedan: Pembangunan Kota Jangan Marjinalkan Rakyat,Neutral
PEMUDA HARUS BERPERAN DALAM PROSES PEMBANGUNAN IKN,Neutral
"Pemkab PPU Siap Serahkan Aset di Sepaku ke IKN, Nasib ASN Belum Tahu",Negative
"Waskita Karya Masih Dipercaya Pemerintah, Meski Rugi Rp2 Triliun per Semester I 2023 | Databoks",Negative
"The ""Ghost Airport"" phenomenon appears, Jokowi even wants to add it",Negative
Emil Salim Kritik Kebijakan Jokowi yang Pindahkan Ibu Kota ke Kalimantan,Negative
Tarian Gugur Gunung oleh 14 Ribu Penari dalam Perayaan HUT Bhayangkara Pecahkan Rekor Dunia,Negative
Fahri Hamzah Ungkap Bakal Banyak Kejutan-kejutan Hingga 19 Oktober,Neutral
"Bukan Lengserkan Presiden Jokowi, Ini Tuntutan Mahasiswa pada Demo 11 April 2022 yang Libatkan 1.000 Orang",Negative
Jasa Marga siap dukung pengoperasian jalan tol di IKN Nusantara,Positive
Tugas Besar Bangsa Indonesia adalah Melakukan Transformasi Ekonomi,Neutral
Realisasi Anggaran Kemenhub per Mei 2023 Capai 31 Persen,Positive
Ormas Kalimantan Tengah Lakukan Aksi Damai Kecam Pernyataan Edy Mulyadi - Balanganews.com,Negative
Salestalk Showman PLN UIW Sulawesi Utaratenggo Pekan Ini Bicara Tentang Amanah,Positive
Anggota APEKSI Regional Kalimantan Diminta Kerjasama Penanganan Isu-isu Strategis,Positive
"Temui CEO Australia, Jokowi Promosikan Lingkungan Investasi RI Terbaik di Asia Tenggara",Positive
Pidato Puan Maharani di Sidang Tahunan Dinilai Futuristis,Neutral
Sekolah berkelanjutan Stanford University di IKN jadi terobosan,Positive
JOKOWI MENJADI MUSUH RAKYAT,Negative
"Pastikan Bisa Segera Selesai, Presiden Jokowi Minta IKN Dijadikan Proyek Strategis Nasional",Positive
Jokowi Bakal Kesulitan Bangun Istana di IKN dengan Urun Dana Rakyat,Negative
Siapalah tahu derita mereka.,Negative
"Kebanjiran Proyek, PT Waskita Karya Tbk Malah PHK 500 Karyawannya, Kok Bisa?",Negative
"Modus Bansos Dadakan, Blokir Anggaran 50 T, Isu Mundur dari Kabinet",Negative
Jokowi soal Harga Rumah Singapura Mahal: IKN Bisa Jadi Pilihan,Negative
"Resmi! Ibu Kota Negara Baru Bernama Nusantara, Versi Metavers-nya Tengah Dipersiapkan",Positive
"Ketum JMSI : Pembangunan IKN Harus Dikawal, Ikut Orkestrasi Pemberantasan Korupsi, dan Kedepankan Gagasan Calon Pemimpin Nasional | ViralSumatra Selatan.com",Positive
30 Ribu Anggota Polri Akan Dipindah ke IKN,Neutral
Cerita Soal Ratusan Warga Diminta Robohkan Rumahnya demi Proyek IKN,Negative
"Ibu Kota Indonesia Dipindah, Disebut Pengamat Bakal Jadi Beijing Baru",Neutral
"PBNU Bakal Bangun Kampus hingga RS di IKN, Sekum Muhammadiyah: Di Kalimantan Timur Sudah Berdiri UMKT dan RS Aisyiah",Neutral
"BSD dan PIK Masuk Proyek Strategis Nasional Jokowi, Pengamat: Gombal Banget, Apakah karena Investor di IKN?",Negative
Peneliti AEPI: 'Proyek IKN Nusantara Hingga Transisi Energi Gagal Total',Negative
"Jelang Pemilu 2024 dan Sukseskan Pembangunan IKN, Wabup Hadiri Pembinaan Teknis Tiga Pilar Pemerintah Desa",Positive
MTQ KE 43 IKN KALTIM DIBUKA LANGSUNG OLEH GUBERNUR,Neutral
HIPMI Sulawesi Barat Komitmen Perkuat SDM hingga Sambut IKN,Positive
Pembangunan Kalimantan Tengah Terus Menunjukkan Peningkatan Kesejahteraan dan Kemandirian Masyarakat,Positive
Optimisme Para Pemimpin Redaksi terhadap Pembangunan IKN - Wartatangerang.com,Positive
"10 Universitas Swasta di Bandung, Bergengsi dan Berkualitas",Positive
"Pastikan Situasi Kondusif, Satgas Ops Nusantara Polda Kalimantan Timur Giat Patroli ke KIPP | penasatu.com",Positive
Bambang Susantono - Dhony Rahajoe Dilantik sebagai Pemimpin IKN Nusantara,Positive
Diminta Mundur dari MK Jika Anwar Usman Nikah dengan Adik Jokowi,Negative
Apa Jakarta Tetap Akan Macet Jika Ibu Kota Negara Pindah ke Kalimantan Timur?,Neutral
"Siapkan Ekosistem Jaringan Telekomunikasi, IKN Siap Jadi Kota Smart City Global",Positive
SMRC: Mayoritas Publik Tolak Ide Penundaan Pemilu,Negative
"Bulan Ini Daftarkan Gugatan UU IKN ke MK, Din Syamsuddin: Masih Disiapkan",Neutral
"'Berbahaya Mana, Rocky Gerung Atau Jokowi?'",Negative
Pemerintah Bagi-Bagi Lahan IKN Untuk Lembaga Pemerintahan,Neutral
"Masih Tanah Merah, Progres Jalan Tol di IKN Baru 5,8%, Ini Penampakannya",Neutral
"Pilpres 2024, Politikus Tanpa Kehormatan dan Tragedi Yunani",Negative
Panja RUU DKJ Tunda Pembahasan Peralihan Aset Pemerintah Pusat,Neutral
Hensat Curiga Kontroversi Arteria Soal Sunda Tutupi Isu Pengesahan Ibukota Baru,Negative
IKN Nusantara Akan Maksimalkan Peluang Digital,Positive
DKI tetap bangun infrastruktur ikonik meski IKN pindah,Neutral
"2 Profil Wisudawan SCU, Belum Lulus Sudah Bekerja di Perusahaan Besar",Neutral
Kalimantan Timur siap jadi tuan rumah sambut Y20 bahas isu keberlanjutan,Negative
"Pertemuan Jokowi dan Xi Jinping, Ini yang Dibahas",Neutral
"Bahas Isu Strategis Sekaligus Tingkatkan Kerjasama, APKASI Kalimantan Selatan Rakor Bersama Kepala Daerah",Positive
Menkeu: Pembangunan IKN di Kalimantan tidak harus gunakan dana PEN,Neutral
"Ibu Kota Baru, Seberapa Urgen?",Neutral
"Tolak Lanjutkan Pembangunan, Anies: UU IKN Tidak Melewati Proses Publik yang Lengkap",Negative
DPR dan Pemerintah Bermufakat Membangkang Konstitusi!,Negative
BEM SI Sebut Aspirasinya Tersampaikan,Positive
"BEM SI Bakal Geruduk Istana 11 April Besok, Tuntut Jokowi Tegas Tolak 3 Periode",Negative
"Pengamat Ekonomi SigmaPHI, Ada 3 Manfaat Besar Pembangunan IKN Untuk Perekonomian Indonesia",Positive
"Wacana Pemindahan Ibu Kota, Wakil Ketua DPRD DKI Minta Ada UU Mengatur Jakarta",Neutral
Korsel hingga Jerman Siap Kembangkan Kota Cerdas di IKN,Positive
"Rocky Gerung Singgung Jokowi Intip WAG, Ngabalin Sentil Filsafat Nyinyir",Negative
Parah! Pakar Nilai Naskah Akademik RUU IKN Kalah Dengan Skripsi S1,Negative
Pemerintah Siapkan Hunian Untuk 17 Ribu ASN di IKN,Positive
PDIP Kritik Putusan NasDem Dukung Anies Jadi Capres,Positive
Dipertanyakan Diamnya Anggota DPR Terkait Pemindahan IKN yang Penuh Kontoversi,Negative
Minister invites millennials to seize opportunities in Metaverse era,Positive
"Bertemu Jokowi di Seoul, Bos Hyundai Sampaikan Kabar Baik untuk Indonesia, Simak Nih!",Positive
Basuki sebut rumah menteri di IKN lebih kecil dari di Widya Chandra,Neutral
Syukuran Panen Bersama Gubernur Kalimantan Selatan Dan Bupati Barito Kuala - Metrotalenta,Positive
"Kawal Pembangunan IKN Nusantara, Begini Strategi PLN Petrominer",Neutral
Kepala Badan Otorita IKN Pastikan Penduduk Lokal Akan Jadi Bagian Pembangunan IKN,Neutral
"Bolak Balik Eks PM Inggris Tony Blair Ke Indonesia Temui Jokowi, Ada Apa?",Neutral
Ini Desain Masjid Agung di IKN yang Mampu Tampung Jemaah 61.392 Orang,Neutral
"Bom Waktu Anies Terdiam, Jimly Berwacana, DPRD Jakarta Duduk Manis ?",Neutral
"LSI Denny JA Sebut Kepercayaan Publik ke Jokowi 90%, PKS: Survei Propaganda",Negative
"Bappenas Targetkan Ekonomi Indonesia Tumbuh 5,3-5,9 Persen pada 2023",Positive
"Bangun Tol di Ibu Kota Baru, Kementerian PUPR Tunggu UU IKN",Neutral
"Soal Ibu Kota Negara, Jika Pusat Tak Sanggup Pemda Kaltim Siap Membangun",Positive
Presiden Jokowi Luncurkan Logo IKN Bertema Pohon Hayat,Positive
Proyek Strategis Nasional Dongkrak Penjualan Semen Indonesia Hingga 10%,Positive
